50000,0.6248,0.7433
50000,0.6390,0.7484
50000,0.6383,0.7437
50000,0.6526,0.7586
50000,0.6539,0.7574
50000,0.6578,0.7609
50000,0.6593,0.7603
50000,0.6575,0.7575
50000,0.6625,0.7639
50000,0.6641,0.7635
50000,0.6620,0.7612
50000,0.6661,0.7650
50000,0.6687,0.7686
50000,0.6645,0.7602
50000,0.6695,0.7671
50000,0.6618,0.7575
50000,0.6664,0.7638
50000,0.6682,0.7653
50000,0.6703,0.7671
50000,0.6736,0.7705
50000,0.6742,0.7709
50000,0.6701,0.7666
50000,0.6699,0.7665
50000,0.6716,0.7670
50000,0.6735,0.7700
50000,0.6683,0.7636
50000,0.6722,0.7679
50000,0.6686,0.7634
50000,0.6717,0.7670
50000,0.6695,0.7655
50000,0.6722,0.7679
50000,0.6695,0.7644
50000,0.6722,0.7677
50000,0.6706,0.7657
50000,0.6746,0.7689
